pedido_id,fecha,producto,categoria,cantidad,precio_unit,metodo_pago
1148,2026-06-25 11:39,Cerveza artesanal,Bebidas,1,3200,mercadopago
1149,2026-09-02 12:44,Pizza muzzarella,Pizzas,1,8500,mercadopago
1149,2026-09-02 12:44,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1150,2026-06-22 22:57,Pizza muzzarella,Pizzas,1,8500,qr
1150,2026-06-22 22:57,Gaseosa 500ml,Bebidas,1,1800,qr
1151,2026-07-18 12:54,Pizza muzzarella,Pizzas,1,8500,qr
1151,2026-07-18 12:54,Gaseosa 500ml,Bebidas,1,1800,qr
1152,2026-07-31 22:13,Pizza napolitana,Pizzas,1,9800,mercadopago
1152,2026-07-31 22:13,Cerveza artesanal,Bebidas,1,3200,mercadopago
1152,2026-07-31 22:13,Flan casero,Postres,1,3500,mercadopago
1153,2026-09-03 14:23,Empanada de carne,Empanadas,1,1200,qr
1153,2026-09-03 14:23,Empanada de pollo,Empanadas,1,1200,qr
1153,2026-09-03 14:23,Gaseosa 500ml,Bebidas,1,1800,qr
1154,2026-07-07 17:01,Ensalada Cesar,Platos,1,7200,mercadopago
1154,2026-07-07 17:01,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1155,2026-07-07 20:52,Pizza muzzarella,Pizzas,1,8500,mercadopago
1155,2026-07-07 20:52,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1156,2026-07-12 12:00,Empanada de carne,Empanadas,1,1200,mercadopago
1156,2026-07-12 12:00,Empanada de pollo,Empanadas,1,1200,mercadopago
1156,2026-07-12 12:00,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1157,2026-08-13 18:16,Pizza napolitana,Pizzas,1,9800,mercadopago
1157,2026-08-13 18:16,Cerveza artesanal,Bebidas,1,3200,mercadopago
1158,2026-06-08 12:05,Milanesa con papas,Platos,1,9500,qr
1158,2026-06-08 12:05,Flan casero,Postres,1,3500,qr
1159,2026-08-23 21:57,Pizza muzzarella,Pizzas,1,8500,qr
1159,2026-08-23 21:57,Gaseosa 500ml,Bebidas,1,1800,qr
1160,2026-07-20 12:10,Ensalada Cesar,Platos,1,7200,qr
1160,2026-07-20 12:10,Gaseosa 500ml,Bebidas,1,1800,qr
1161,2026-07-09 13:41,Empanada de carne,Empanadas,2,1200,mercadopago
1161,2026-07-09 13:41,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1162,2026-08-17 16:10,Milanesa con papas,Platos,1,9500,qr
1162,2026-08-17 16:10,Flan casero,Postres,1,3500,qr
1163,2026-06-23 13:15,Milanesa con papas,Platos,1,9500,qr
1163,2026-06-23 13:15,Gaseosa 500ml,Bebidas,1,1800,qr
1164,2026-06-18 12:38,Empanada de carne,Empanadas,1,1200,transferencia
1164,2026-06-18 12:38,Empanada de pollo,Empanadas,1,1200,transferencia
1164,2026-06-18 12:38,Gaseosa 500ml,Bebidas,1,1800,transferencia
1164,2026-06-18 12:38,Helado 1/4,Postres,1,4200,transferencia
1165,2026-08-03 19:06,Milanesa con papas,Platos,1,9500,transferencia
1165,2026-08-03 19:06,Gaseosa 500ml,Bebidas,1,1800,transferencia
1166,2026-07-29 20:58,Pizza muzzarella,Pizzas,1,8500,transferencia
1166,2026-07-29 20:58,Gaseosa 500ml,Bebidas,1,1800,transferencia
1167,2026-07-08 13:14,Pizza napolitana,Pizzas,1,9800,mercadopago
1167,2026-07-08 13:14,Cerveza artesanal,Bebidas,1,3200,mercadopago
1167,2026-07-08 13:14,Flan casero,Postres,1,3500,mercadopago
1168,2026-06-20 20:27,Ensalada Cesar,Platos,1,7200,qr
1168,2026-06-20 20:27,Gaseosa 500ml,Bebidas,1,1800,qr
1169,2026-06-14 23:14,Pizza napolitana,Pizzas,1,9800,mercadopago
1169,2026-06-14 23:14,Cerveza artesanal,Bebidas,1,3200,mercadopago
1170,2026-07-27 13:50,Ensalada Cesar,Platos,1,7200,qr
1170,2026-07-27 13:50,Gaseosa 500ml,Bebidas,1,1800,qr
1171,2026-08-04 23:26,Pizza napolitana,Pizzas,1,9800,mercadopago
1171,2026-08-04 23:26,Cerveza artesanal,Bebidas,1,3200,mercadopago
1172,2026-09-04 22:16,Milanesa con papas,Platos,1,9500,qr
1172,2026-09-04 22:16,  Gaseosa 500ml ,Bebidas,1,1800,qr
1172,2026-09-04 22:16,Flan casero,Postres,1,3500,qr
1173,2026-08-24 17:32,Empanada de carne,Empanadas,2,1200,transferencia
1173,2026-08-24 17:32,Gaseosa 500ml,Bebidas,1,1800,transferencia
1174,2026-07-01 13:11,Ensalada Cesar,Platos,1,7200,transferencia
1174,2026-07-01 13:11,Gaseosa 500ml,Bebidas,1,1800,transferencia
1175,2026-06-19 12:03,Empanada de carne,Empanadas,2,1200,qr
1175,2026-06-19 12:03,Gaseosa 500ml,Bebidas,1,1800,qr
1175,2026-06-19 12:03,Helado 1/4,Postres,1,4200,qr
1176,2026-06-11 12:25,Milanesa con papas,Platos,1,9500,transferencia
1176,2026-06-11 12:25,Gaseosa 500ml,Bebidas,1,1800,transferencia
1177,2026-07-08 12:51,Milanesa con papas,Platos,1,9500,qr
1177,2026-07-08 12:51,Gaseosa 500ml,Bebidas,1,1800,qr
1178,2026-08-08 21:52,Ensalada Cesar,Platos,1,7200,mercadopago
1178,2026-08-08 21:52,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1179,2026-06-27 21:54,Milanesa con papas,Platos,1,9500,mercadopago
1179,2026-06-27 21:54,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1180,2026-08-04 23:46,Pizza napolitana,Pizzas,1,9800,qr
1180,2026-08-04 23:46,Cerveza artesanal,Bebidas,1,3200,qr
1180,2026-08-04 23:46,Flan casero,Postres,1,3500,qr
1181,2026-07-26 21:57,Empanada de carne,Empanadas,1,1200,transferencia
1181,2026-07-26 21:57,Empanada de pollo,Empanadas,1,1200,transferencia
1181,2026-07-26 21:57,Gaseosa 500ml,Bebidas,1,1800,transferencia
1181,2026-07-26 21:57,Helado 1/4,Postres,1,4200,transferencia
1182,2026-08-29 13:33,Empanada de carne,Empanadas,1,1200,mercadopago
1182,2026-08-29 13:33,Empanada de pollo,Empanadas,1,1200,mercadopago
1182,2026-08-29 13:33,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1183,2026-09-04 12:06,Pizza napolitana,Pizzas,1,9800,mercadopago
1183,2026-09-04 12:06,Cerveza artesanal,Bebidas,1,3200,mercadopago
1184,2026-07-10 12:34,Pizza napolitana,Pizzas,1,9800,qr
1184,2026-07-10 12:34,Cerveza artesanal,Bebidas,1,3200,qr
1185,2026-08-25 22:19,Milanesa con papas,Platos,1,9500,mercadopago
1185,2026-08-25 22:19,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1186,2026-08-26 22:07,Pizza napolitana,Pizzas,1,,transferencia
1186,2026-08-26 22:07,Cerveza artesanal,Bebidas,1,3200,transferencia
1186,2026-08-26 22:07,Flan casero,Postres,1,3500,transferencia
1187,2026-07-07 21:44,Milanesa con papas,Platos,1,9500,qr
1187,2026-07-07 21:44,Flan casero,Postres,2,3500,qr
1188,2026-09-05 12:42,Pizza napolitana,Pizzas,1,9800,mercadopago
1188,2026-09-05 12:42,Cerveza artesanal,Bebidas,1,3200,mercadopago
1188,2026-09-05 12:42,Flan casero,Postres,1,3500,mercadopago
1189,2026-07-14 16:40,Empanada de carne,Empanadas,2,1200,qr
1189,2026-07-14 16:40,Gaseosa 500ml,Bebidas,1,1800,qr
1189,2026-07-14 16:40,Flan casero,Postres,1,3500,qr
1190,2026-07-25 21:57,Pizza napolitana,Pizzas,1,9800,qr
1190,2026-07-25 21:57,Cerveza artesanal,Bebidas,1,3200,qr
1190,2026-07-25 21:57,Helado 1/4,Postres,1,4200,qr
1191,2026-07-24 13:33,Milanesa con papas,Platos,1,9500,mercadopago
1191,2026-07-24 13:33,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1192,2026-08-04 20:31,Ensalada Cesar,Platos,1,7200,transferencia
1192,2026-08-04 20:31,Gaseosa 500ml,Bebidas,1,1800,transferencia
1193,2026-07-03 12:21,Milanesa con papas,Platos,1,9500,mercadopago
1193,2026-07-03 12:21,Gaseosa 500ml,BEBIDAS,1,1800,mercadopago
1194,2026-06-22 17:46,Ensalada Cesar,Platos,1,7200,mercadopago
1194,2026-06-22 17:46,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1195,2026-07-29 12:38,Empanada de carne,Empanadas,2,1200,transferencia
1195,2026-07-29 12:38,Gaseosa 500ml,Bebidas,1,1800,transferencia
1196,2026-06-19 12:38,Pizza muzzarella,Pizzas,1,8500,qr
1196,2026-06-19 12:38,Gaseosa 500ml,Bebidas,1,1800,qr
1196,2026-06-19 12:38,Helado 1/4,Postres,1,4200,qr
1197,2026-08-14 12:06,Empanada de carne,Empanadas,2,1200,transferencia
1197,2026-08-14 12:06,Gaseosa 500ml,Bebidas,1,1800,transferencia
1198,2026-07-28 20:02,Empanada de carne,Empanadas,1,1200,mercadopago
1198,2026-07-28 20:02,Empanada de pollo,Empanadas,1,1200,mercadopago
1198,2026-07-28 20:02,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1198,2026-07-28 20:02,Flan casero,Postres,1,3500,mercadopago
1199,2026-07-01 12:44,Ensalada Cesar,Platos,1,7200,mercadopago
1199,2026-07-01 12:44,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1200,2026-07-18 21:30,Ensalada Cesar,Platos,1,7200,mercadopago
1200,2026-07-18 21:30,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1201,2026-07-07 12:00,Pizza muzzarella,Pizzas,1,8500,transferencia
1201,2026-07-07 12:00,Gaseosa 500ml,Bebidas,1,1800,transferencia
1202,2026-08-09 19:36,Milanesa con papas,Platos,1,9500,qr
1202,2026-08-09 19:36,Gaseosa 500ml,Bebidas,1,1800,qr
1203,2026-08-30 13:46,Pizza muzzarella,Pizzas,1,8500,qr
1203,2026-08-30 13:46,Gaseosa 500ml,Bebidas,1,1800,qr
1204,2026-07-04 20:45,Empanada de carne,Empanadas,2,1200,transferencia
1204,2026-07-04 20:45,Gaseosa 500ml,Bebidas,1,1800,transferencia
1204,2026-07-04 20:45,Flan casero,Postres,1,3500,transferencia
1205,2026-06-10 20:38,Pizza napolitana,Pizzas,1,9800,transferencia
1205,2026-06-10 20:38,Cerveza artesanal,Bebidas,1,3200,transferencia
1206,2026-06-20 13:30,Pizza napolitana,Pizzas,1,9800,mercadopago
1206,2026-06-20 13:30,Cerveza artesanal,Bebidas,1,3200,mercadopago
1206,2026-06-20 13:30,Flan casero,Postres,1,3500,mercadopago
1207,2026-06-15 14:50,Milanesa con papas,PLATOS,1,9500,qr
1207,2026-06-15 14:50,Flan casero,Postres,1,3500,qr
1208,2026-06-25 12:45,Empanada de carne,Empanadas,1,1200,qr
1208,2026-06-25 12:45,Empanada de pollo,Empanadas,1,1200,qr
1208,2026-06-25 12:45,Gaseosa 500ml,Bebidas,1,1800,qr
1209,2026-09-04 17:56,Milanesa con papas,Platos,1,9500,qr
1209,2026-09-04 17:56,Gaseosa 500ml,Bebidas,1,1800,qr
1210,2026-06-20 21:00,Empanada de carne,Empanadas,1,1200,mercadopago
1210,2026-06-20 21:00,Empanada de pollo,Empanadas,1,1200,mercadopago
1210,2026-06-20 21:00,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1211,2026-06-22 16:53,Pizza napolitana,Pizzas,1,9800,transferencia
1211,2026-06-22 16:53,Cerveza artesanal,Bebidas,1,3200,transferencia
1212,2026-06-24 14:43,Milanesa con papas,Platos,1,9500,mercadopago
1212,2026-06-24 14:43,Flan casero,Postres,1,3500,mercadopago
1213,2026-06-27 22:59,Milanesa con papas,Platos,1,,mercadopago
1213,2026-06-27 22:59,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1214,2026-07-17 20:00,Ensalada Cesar,Platos,1,7200,mercadopago
1214,2026-07-17 20:00,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1215,2026-07-22 21:56,Empanada de carne,Empanadas,1,,qr
1215,2026-07-22 21:56,Empanada de pollo,Empanadas,1,1200,qr
1215,2026-07-22 21:56,Gaseosa 500ml,Bebidas,1,1800,qr
1216,2026-08-12 12:23,Empanada de carne,Empanadas,1,1200,qr
1216,2026-08-12 12:23,Empanada de pollo,Empanadas,1,1200,qr
1216,2026-08-12 12:23,Gaseosa 500ml,Bebidas,1,1800,qr
1217,2026-08-17 14:06,  Empanada de carne ,Empanadas,1,1200,qr
1217,2026-08-17 14:06,Empanada de pollo,Empanadas,1,1200,qr
1217,2026-08-17 14:06,Gaseosa 500ml,Bebidas,1,1800,qr
1218,2026-08-17 12:01,Pizza muzzarella,Pizzas,1,8500,qr
1218,2026-08-17 12:01,Gaseosa 500ml,Bebidas,1,1800,qr
1218,2026-08-17 12:01,Helado 1/4,Postres,1,4200,qr
1219,2026-08-09 14:49,Pizza napolitana,Pizzas,1,9800,mercadopago
1219,2026-08-09 14:49,Cerveza artesanal,Bebidas,1,3200,mercadopago
1220,2026-08-11 11:35,Empanada de carne,Empanadas,1,1200,mercadopago
1220,2026-08-11 11:35,Empanada de pollo,Empanadas,1,1200,mercadopago
1220,2026-08-11 11:35,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1221,2026-08-28 19:05,Pizza napolitana,Pizzas,1,9800,mercadopago
1221,2026-08-28 19:05,Cerveza artesanal,Bebidas,1,3200,mercadopago
1221,2026-08-28 19:05,Flan casero,Postres,1,3500,mercadopago
1222,2026-08-25 17:54,Pizza napolitana,Pizzas,1,9800,mercadopago
1222,2026-08-25 17:54,Cerveza artesanal,Bebidas,1,3200,mercadopago
1223,2026-08-08 14:57,Empanada de carne,Empanadas,2,1200,mercadopago
1223,2026-08-08 14:57,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1224,2026-07-02 22:06,Pizza napolitana,PIZZAS,1,9800,mercadopago
1224,2026-07-02 22:06,Cerveza artesanal,Bebidas,1,3200,mercadopago
1225,2026-08-11 21:41,Pizza muzzarella,Pizzas,1,8500,mercadopago
1225,2026-08-11 21:41,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1226,2026-07-18 13:51,Pizza napolitana,Pizzas,1,9800,transferencia
1226,2026-07-18 13:51,Cerveza artesanal,Bebidas,1,3200,transferencia
1227,2026-07-08 20:14,Pizza muzzarella,Pizzas,1,8500,transferencia
1227,2026-07-08 20:14,Gaseosa 500ml,Bebidas,1,1800,transferencia
1228,2026-08-19 22:53,Empanada de carne,Empanadas,2,1200,mercadopago
1228,2026-08-19 22:53,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1229,2026-07-24 12:09,Empanada de carne,Empanadas,1,1200,mercadopago
1229,2026-07-24 12:09,  Empanada de pollo ,Empanadas,1,1200,mercadopago
1229,2026-07-24 12:09,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1229,2026-07-24 12:09,Flan casero,Postres,1,3500,mercadopago
1230,2026-07-10 22:26,Ensalada Cesar,Platos,1,7200,mercadopago
1230,2026-07-10 22:26,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1230,2026-07-10 22:26,Flan casero,Postres,1,3500,mercadopago
1231,2026-07-30 12:29,Milanesa con papas,Platos,1,9500,qr
1231,2026-07-30 12:29,Flan casero,Postres,2,3500,qr
1232,2026-06-12 11:16,Milanesa con papas,Platos,1,9500,mercadopago
1232,2026-06-12 11:16,Gaseosa 500ml,Bebidas,1,,mercadopago
1233,2026-08-03 16:26,Pizza napolitana,Pizzas,1,9800,mercadopago
1233,2026-08-03 16:26,Cerveza artesanal,Bebidas,1,3200,mercadopago
1233,2026-08-03 16:26,Helado 1/4,Postres,1,4200,mercadopago
1234,2026-06-16 14:28,Empanada de carne,EMPANADAS,2,1200,transferencia
1234,2026-06-16 14:28,Gaseosa 500ml,Bebidas,1,1800,transferencia
1235,2026-07-31 13:17,Pizza napolitana,Pizzas,1,9800,qr
1235,2026-07-31 13:17,Cerveza artesanal,Bebidas,1,3200,qr
1235,2026-07-31 13:17,Flan casero,Postres,1,3500,qr
1236,2026-08-07 20:56,Milanesa con papas,Platos,1,9500,mercadopago
1236,2026-08-07 20:56,Flan casero,Postres,1,3500,mercadopago
1237,2026-08-19 22:19,Milanesa con papas,Platos,1,9500,transferencia
1237,2026-08-19 22:19,Gaseosa 500ml,Bebidas,1,1800,transferencia
1237,2026-08-19 22:19,Helado 1/4,Postres,1,4200,transferencia
1238,2026-08-29 20:55,Milanesa con papas,Platos,1,9500,transferencia
1238,2026-08-29 20:55,Flan casero,Postres,1,3500,transferencia
1238,2026-08-29 20:55,Helado 1/4,Postres,1,4200,transferencia
1239,2026-07-06 13:53,  Empanada de carne ,Empanadas,1,1200,qr
1239,2026-07-06 13:53,Empanada de pollo,Empanadas,1,1200,qr
1239,2026-07-06 13:53,Gaseosa 500ml,Bebidas,1,1800,qr
1239,2026-07-06 13:53,Helado 1/4,Postres,1,4200,qr
1240,2026-09-05 14:07,Empanada de carne,Empanadas,1,1200,transferencia
1240,2026-09-05 14:07,Empanada de pollo,Empanadas,1,1200,transferencia
1240,2026-09-05 14:07,  Gaseosa 500ml ,Bebidas,1,1800,transferencia
1241,2026-07-26 21:18,Pizza muzzarella,Pizzas,1,8500,mercadopago
1241,2026-07-26 21:18,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1242,2026-07-02 14:05,Milanesa con papas,Platos,1,9500,mercadopago
1242,2026-07-02 14:05,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1243,2026-07-28 14:59,Milanesa con papas,Platos,1,9500,transferencia
1243,2026-07-28 14:59,Gaseosa 500ml,Bebidas,1,1800,transferencia
1244,2026-06-16 21:22,Pizza muzzarella,Pizzas,1,8500,mercadopago
1244,2026-06-16 21:22,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1245,2026-08-21 21:07,Pizza muzzarella,Pizzas,1,8500,mercadopago
1245,2026-08-21 21:07,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1246,2026-06-22 12:47,Ensalada Cesar,Platos,1,7200,transferencia
1246,2026-06-22 12:47,Gaseosa 500ml,Bebidas,1,1800,transferencia
1246,2026-06-22 12:47,Flan casero,Postres,1,3500,transferencia
1247,2026-07-18 21:25,Empanada de carne,Empanadas,2,1200,mercadopago
1247,2026-07-18 21:25,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1248,2026-08-06 18:51,  Empanada de carne ,Empanadas,1,1200,transferencia
1248,2026-08-06 18:51,Empanada de pollo,Empanadas,1,1200,transferencia
1248,2026-08-06 18:51,Gaseosa 500ml,Bebidas,1,1800,transferencia
1249,2026-08-30 12:15,Ensalada Cesar,Platos,1,7200,mercadopago
1249,2026-08-30 12:15,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1250,2026-08-23 21:42,Empanada de carne,Empanadas,2,1200,transferencia
1250,2026-08-23 21:42,Gaseosa 500ml,Bebidas,1,1800,transferencia
1250,2026-08-23 21:42,Helado 1/4,Postres,1,4200,transferencia
1251,2026-07-09 22:02,Pizza napolitana,Pizzas,1,9800,qr
1251,2026-07-09 22:02,Cerveza artesanal,Bebidas,1,3200,qr
1251,2026-07-09 22:02,Flan casero,Postres,1,3500,qr
1252,2026-06-17 21:07,Empanada de carne,Empanadas,2,1200,transferencia
1252,2026-06-17 21:07,Gaseosa 500ml,Bebidas,1,1800,transferencia
1253,2026-07-31 13:38,Pizza napolitana,Pizzas,1,9800,mercadopago
1253,2026-07-31 13:38,Cerveza artesanal,Bebidas,1,3200,mercadopago
1253,2026-07-31 13:38,Flan casero,Postres,2,3500,mercadopago
1254,2026-07-02 12:17,Milanesa con papas,Platos,1,9500,qr
1254,2026-07-02 12:17,Gaseosa 500ml,Bebidas,1,1800,qr
1255,2026-07-31 19:24,Milanesa con papas,Platos,1,9500,mercadopago
1255,2026-07-31 19:24,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1256,2026-06-27 13:15,Empanada de carne,Empanadas,1,1200,transferencia
1256,2026-06-27 13:15,Empanada de pollo,Empanadas,1,1200,transferencia
1256,2026-06-27 13:15,Gaseosa 500ml,Bebidas,1,1800,transferencia
1256,2026-06-27 13:15,Helado 1/4,Postres,1,4200,transferencia
1257,2026-07-17 13:20,Empanada de carne,Empanadas,1,1200,mercadopago
1257,2026-07-17 13:20,Empanada de pollo,Empanadas,1,1200,mercadopago
1257,2026-07-17 13:20,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1258,2026-08-09 13:38,Empanada de carne,Empanadas,1,1200,mercadopago
1258,2026-08-09 13:38,Empanada de pollo,Empanadas,1,1200,mercadopago
1258,2026-08-09 13:38,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1259,2026-07-18 18:14,Pizza napolitana,Pizzas,1,9800,qr
1259,2026-07-18 18:14,Cerveza artesanal,Bebidas,1,3200,qr
1260,2026-08-19 22:53,Pizza muzzarella,Pizzas,1,8500,qr
1260,2026-08-19 22:53,Gaseosa 500ml,Bebidas,1,1800,qr
1261,2026-07-07 13:08,Ensalada Cesar,Platos,1,7200,mercadopago
1261,2026-07-07 13:08,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1262,2026-06-27 22:09,Ensalada Cesar,Platos,1,7200,mercadopago
1262,2026-06-27 22:09,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1263,2026-06-18 21:18,Empanada de carne,Empanadas,1,1200,mercadopago
1263,2026-06-18 21:18,Empanada de pollo,Empanadas,1,1200,Mercado Pago
1263,2026-06-18 21:18,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1264,2026-06-26 20:54,Milanesa con papas,Platos,1,9500,mercadopago
1264,2026-06-26 20:54,Flan casero,Postres,1,3500,mercadopago
1265,2026-06-29 12:14,Pizza muzzarella,Pizzas,1,8500,mercadopago
1265,2026-06-29 12:14,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1266,2026-06-20 17:57,Empanada de carne,Empanadas,2,1200,qr
1266,2026-06-20 17:57,Gaseosa 500ml,Bebidas,1,1800,qr
1266,2026-06-20 17:57,Helado 1/4,Postres,1,4200,qr
1267,2026-07-04 13:27,Ensalada Cesar,Platos,1,7200,mercadopago
1267,2026-07-04 13:27,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1268,2026-06-21 20:33,Milanesa con papas,Platos,1,9500,qr
1268,2026-06-21 20:33,Gaseosa 500ml,Bebidas,1,1800,qr
1268,2026-06-21 20:33,Helado 1/4,Postres,1,4200,qr
1269,2026-06-14 22:31,Ensalada Cesar,Platos,1,7200,qr
1269,2026-06-14 22:31,Gaseosa 500ml,Bebidas,1,1800,qr
1270,2026-06-22 13:23,Empanada de carne,Empanadas,1,1200,mercadopago
1270,2026-06-22 13:23,Empanada de pollo,Empanadas,1,1200,mercadopago
1270,2026-06-22 13:23,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1271,2026-07-28 22:21,Ensalada Cesar,Platos,1,7200,qr
1271,2026-07-28 22:21,Gaseosa 500ml,Bebidas,1,1800,qr
1272,2026-07-02 14:40,Pizza muzzarella,Pizzas,1,8500,transferencia
1272,2026-07-02 14:40,Gaseosa 500ml,Bebidas,1,1800,transferencia
1273,2026-06-16 20:19,Empanada de carne,Empanadas,2,1200,mercadopago
1273,2026-06-16 20:19,Gaseosa 500ml,BEBIDAS,1,1800,mercadopago
1274,2026-08-24 20:49,Pizza napolitana,Pizzas,1,9800,transferencia
1274,2026-08-24 20:49,Cerveza artesanal,Bebidas,1,3200,transferencia
1274,2026-08-24 20:49,Flan casero,Postres,1,3500,transferencia
1275,2026-07-02 11:09,Pizza napolitana,Pizzas,1,9800,qr
1275,2026-07-02 11:09,Cerveza artesanal,Bebidas,1,3200,qr
1276,2026-09-02 12:29,Ensalada Cesar,Platos,1,7200,mercadopago
1276,2026-09-02 12:29,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1277,2026-09-04 20:22,Pizza napolitana,Pizzas,1,9800,qr
1277,2026-09-04 20:22,Cerveza artesanal,Bebidas,1,3200,qr
1277,2026-09-04 20:22,Flan casero,Postres,1,3500,qr
1277,2026-09-04 20:22,Helado 1/4,Postres,1,4200,qr
1278,2026-06-23 12:03,Milanesa con papas,Platos,1,9500,qr
1278,2026-06-23 12:03,Gaseosa 500ml,Bebidas,1,1800,qr
1279,2026-08-31 20:10,Pizza napolitana,Pizzas,1,9800,transferencia
1279,2026-08-31 20:10,Cerveza artesanal,Bebidas,1,3200,transferencia
1280,2026-07-09 13:04,Milanesa con papas,Platos,1,9500,qr
1280,2026-07-09 13:04,Gaseosa 500ml,Bebidas,1,1800,qr
1281,2026-06-23 12:01,Milanesa con papas,Platos,1,9500,mercadopago
1281,2026-06-23 12:01,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1281,2026-06-23 12:01,Flan casero,Postres,1,3500,mercadopago
1282,2026-08-13 14:07,Empanada de carne,EMPANADAS,1,1200,mercadopago
1282,2026-08-13 14:07,Empanada de pollo,Empanadas,1,1200,mercadopago
1282,2026-08-13 14:07,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1283,2026-07-16 21:35,Milanesa con papas,Platos,1,9500,mercadopago
1283,2026-07-16 21:35,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1284,2026-07-23 12:51,Pizza napolitana,Pizzas,1,9800,mercadopago
1284,2026-07-23 12:51,Cerveza artesanal,Bebidas,1,3200,mercadopago
1284,2026-07-23 12:51,Flan casero,Postres,1,3500,mercadopago
1285,2026-08-02 21:53,Milanesa con papas,Platos,1,9500,mercadopago
1285,2026-08-02 21:53,Gaseosa 500ml,Bebidas,1,,mercadopago
1285,2026-08-02 21:53,Helado 1/4,Postres,1,4200,mercadopago
1286,2026-07-16 14:32,Milanesa con papas,Platos,1,9500,qr
1286,2026-07-16 14:32,Gaseosa 500ml,Bebidas,1,1800,qr
1286,2026-07-16 14:32,Helado 1/4,Postres,1,4200,qr
1287,2026-08-03 22:15,Ensalada Cesar,Platos,1,7200,mercadopago
1287,2026-08-03 22:15,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1288,2026-08-21 22:49,Ensalada Cesar,Platos,1,7200,mercadopago
1288,2026-08-21 22:49,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1288,2026-08-21 22:49,Flan casero,Postres,1,3500,mercadopago
1289,2026-07-18 21:20,Milanesa con papas,Platos,1,9500,mercadopago
1289,2026-07-18 21:20,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1290,2026-06-26 15:04,Pizza napolitana,Pizzas,1,9800,mercadopago
1290,2026-06-26 15:04,Cerveza artesanal,Bebidas,1,3200,mercadopago
1290,2026-06-26 15:04,Flan casero,Postres,1,3500,mercadopago
1290,2026-06-26 15:04,Helado 1/4,Postres,1,4200,mercadopago
1291,2026-07-16 13:40,Pizza napolitana,Pizzas,1,9800,mercadopago
1291,2026-07-16 13:40,Cerveza artesanal,Bebidas,1,3200,mercadopago
1292,2026-07-21 21:01,  Milanesa con papas ,Platos,1,9500,mercadopago
1292,2026-07-21 21:01,Flan casero,Postres,1,3500,mercadopago
1292,2026-07-21 21:01,Helado 1/4,Postres,1,4200,mercadopago
1293,2026-06-17 12:46,Milanesa con papas,Platos,1,9500,mercadopago
1293,2026-06-17 12:46,Gaseosa 500ml,Bebidas,1,1800,mercadopago
1294,2026-08-31 21:24,Empanada de carne,Empanadas,2,1200,qr
1294,2026-08-31 21:24,Gaseosa 500ml,Bebidas,1,1800,qr
1295,2026-08-14 21:16,Ensalada Cesar,Platos,1,7200,qr
1295,2026-08-14 21:16,Gaseosa 500ml,Bebidas,1,1800,qr
1296,2026-09-05 13:56,Empanada de carne,Empanadas,2,1200,qr
1296,2026-09-05 13:56,Gaseosa 500ml,Bebidas,1,1800,qr
